order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,age_group,delivery_speed,gross_amount,discount_amount,net_revenue,net_profit,is_unprofitable
O117871,C12654,P202843,Electronics,223.13,0.1,1,Credit Card,2024-05-24,5,East,0,200.82,6.55,17.55,26,Female,26-35,Standard (4-7 days),223.13,22.310000000000002,200.82,17.55,0
O117872,C11469,P214335,Beauty,15.65,0.1,1,Debit Card,2025-07-11,4,South,0,14.08,3.89,2.45,40,Male,36-50,Standard (4-7 days),15.65,1.5700000000000003,14.08,2.45,0
O117873,C12920,P219834,Electronics,94.36,0.1,1,PayPal,2025-04-17,5,Central,0,84.92,6.23,3.96,44,Other,36-50,Standard (4-7 days),94.36,9.439999999999998,84.92,3.96,0
O117874,C11252,P227727,Fashion,10.67,0.0,2,UPI,2024-05-02,6,East,0,21.34,4.51,2.96,40,Female,36-50,Standard (4-7 days),21.34,0.0,21.34,2.96,0
O117875,C17292,P206644,Electronics,831.83,0.0,1,UPI,2024-03-17,3,North,0,831.83,9.94,89.88,69,Male,65+,Fast (1-3 days),831.83,0.0,831.83,89.88,0
O117876,C10769,P245314,Electronics,638.3,0.1,1,COD,2023-09-22,5,North,0,574.47,10.39,58.55,27,Male,26-35,Standard (4-7 days),638.3,63.82999999999993,574.47,58.55,0
O117877,C10833,P242596,Toys,55.23,0.2,1,Credit Card,2024-11-03,4,South,0,44.18,5.19,12.48,34,Female,26-35,Standard (4-7 days),55.23,11.049999999999997,44.18,12.48,0
O117878,C17142,P230239,Sports,47.51,0.1,5,Credit Card,2023-11-01,4,West,0,213.8,9.82,54.32,51,Male,51-65,Standard (4-7 days),237.54999999999998,23.74999999999997,213.8,54.32,0
O117879,C16000,P220244,Fashion,41.76,0.15,1,COD,2024-10-23,4,South,0,35.5,3.37,9.06,68,Female,65+,Standard (4-7 days),41.76,6.259999999999998,35.5,9.06,0
O117880,C17081,P217528,Grocery,4.89,0.0,1,Credit Card,2023-11-29,5,East,0,4.89,5.69,-5.3,57,Male,51-65,Standard (4-7 days),4.89,0.0,4.89,-5.3,1
O117881,C16379,P240428,Sports,58.91,0.1,4,Debit Card,2025-04-06,4,West,0,212.08,8.25,55.37,39,Female,36-50,Standard (4-7 days),235.64,23.559999999999974,212.08,55.37,0
O117882,C12209,P200017,Home,218.12,0.0,1,Credit Card,2024-12-01,5,West,0,218.12,7.87,53.2,49,Female,36-50,Standard (4-7 days),218.12,0.0,218.12,53.2,0
O117883,C14649,P246388,Electronics,260.21,0.1,4,Credit Card,2024-12-09,5,South,0,936.76,9.91,102.5,51,Male,51-65,Standard (4-7 days),1040.84,104.07999999999993,936.76,102.5,0
O117884,C16931,P205999,Sports,21.41,0.0,1,Credit Card,2025-01-14,7,North,0,21.41,5.38,1.04,52,Male,51-65,Standard (4-7 days),21.41,0.0,21.41,1.04,0
O117885,C13424,P218040,Home,10.42,0.0,2,PayPal,2024-01-18,5,West,0,20.84,4.15,1.69,61,Female,51-65,Standard (4-7 days),20.84,0.0,20.84,1.69,0
O117886,C11091,P212397,Fashion,18.24,0.05,1,Debit Card,2025-01-09,4,West,0,17.33,2.36,3.71,32,Female,26-35,Standard (4-7 days),18.24,0.9100000000000001,17.33,3.71,0
O117887,C11196,P245386,Fashion,14.95,0.0,1,PayPal,2025-05-10,4,Central,0,14.95,4.82,0.41,36,Female,36-50,Standard (4-7 days),14.95,0.0,14.95,0.41,0
O117888,C13914,P234055,Electronics,563.6,0.1,1,Credit Card,2023-12-27,3,Central,0,507.24,9.59,51.28,31,Male,26-35,Fast (1-3 days),563.6,56.360000000000014,507.24,51.28,0
O117889,C11660,P216651,Sports,118.02,0.0,2,PayPal,2025-01-23,5,Central,0,236.04,7.66,63.15,33,Male,26-35,Standard (4-7 days),236.04,0.0,236.04,63.15,0
O117890,C17849,P233202,Electronics,642.17,0.1,1,Debit Card,2024-05-06,7,East,0,577.95,8.91,60.44,41,Male,36-50,Standard (4-7 days),642.17,64.21999999999991,577.95,60.44,0
O117891,C14654,P235265,Beauty,16.29,0.05,3,Debit Card,2024-05-11,5,East,0,46.43,4.52,16.37,37,Male,36-50,Standard (4-7 days),48.87,2.4399999999999977,46.43,16.37,0
O117892,C10260,P239208,Electronics,334.76,0.0,2,PayPal,2023-10-21,4,South,0,669.52,9.68,70.66,26,Female,26-35,Standard (4-7 days),669.52,0.0,669.52,70.66,0
O117893,C12264,P238805,Beauty,16.23,0.0,1,Debit Card,2024-11-20,6,North,0,16.23,4.84,2.46,37,Female,36-50,Standard (4-7 days),16.23,0.0,16.23,2.46,0
O117894,C15936,P240574,Home,42.92,0.0,1,Credit Card,2023-12-03,5,North,0,42.92,6.58,5.44,58,Female,51-65,Standard (4-7 days),42.92,0.0,42.92,5.44,0
O117895,C15243,P234381,Beauty,27.42,0.05,2,Debit Card,2024-10-29,4,South,0,52.1,5.05,18.4,33,Other,26-35,Standard (4-7 days),54.84,2.740000000000002,52.1,18.4,0
O117896,C14900,P241678,Electronics,209.9,0.05,3,UPI,2025-04-04,4,North,0,598.22,9.21,62.58,60,Male,51-65,Standard (4-7 days),629.7,31.480000000000018,598.22,62.58,0
O117897,C11185,P244938,Fashion,19.1,0.15,1,Credit Card,2024-10-09,4,North,0,16.24,3.48,2.2,29,Female,26-35,Standard (4-7 days),19.1,2.860000000000003,16.24,2.2,0
O117898,C16344,P223548,Electronics,956.18,0.0,2,Credit Card,2024-11-05,8,East,1,1912.36,10.38,219.1,21,Female,18-25,Delayed (8+ days),1912.36,0.0,0.0,0.0,0
O117899,C17621,P248524,Sports,21.22,0.0,1,Debit Card,2025-04-13,5,South,0,21.22,6.48,-0.11,24,Female,18-25,Standard (4-7 days),21.22,0.0,21.22,-0.11,1
O117900,C12449,P247515,Electronics,537.39,0.0,1,Debit Card,2025-09-04,4,South,0,537.39,7.78,56.71,61,Female,51-65,Standard (4-7 days),537.39,0.0,537.39,56.71,0
O117901,C13533,P244632,Beauty,22.54,0.0,1,Debit Card,2023-12-23,5,West,0,22.54,6.85,3.29,60,Female,51-65,Standard (4-7 days),22.54,0.0,22.54,3.29,0
O117902,C14370,P222847,Electronics,517.95,0.1,1,PayPal,2025-03-08,4,Central,0,466.16,10.81,45.13,24,Male,18-25,Standard (4-7 days),517.95,51.79000000000002,466.16,45.13,0
O117903,C14301,P225316,Grocery,2.24,0.0,4,UPI,2024-09-30,4,North,0,8.96,3.88,-3.16,19,Female,18-25,Standard (4-7 days),8.96,0.0,8.96,-3.16,1
O117904,C17207,P205695,Home,75.17,0.0,3,PayPal,2024-01-12,8,West,0,225.51,7.44,55.7,29,Female,26-35,Delayed (8+ days),225.51,0.0,225.51,55.7,0
O117905,C13344,P213637,Electronics,566.69,0.0,1,Debit Card,2025-08-02,6,East,0,566.69,10.86,57.14,58,Female,51-65,Standard (4-7 days),566.69,0.0,566.69,57.14,0
O117906,C15819,P213878,Electronics,598.54,0.0,1,UPI,2024-09-10,5,East,0,598.54,10.82,61.0,58,Male,51-65,Standard (4-7 days),598.54,0.0,598.54,61.0,0
O117907,C10866,P237280,Fashion,81.48,0.0,1,COD,2024-10-31,8,East,0,81.48,4.84,23.68,63,Male,51-65,Delayed (8+ days),81.48,0.0,81.48,23.68,0
O117908,C10092,P240728,Grocery,18.96,0.1,1,Debit Card,2023-12-21,4,West,0,17.06,5.33,-3.97,34,Female,26-35,Standard (4-7 days),18.96,1.9000000000000021,17.06,-3.97,1
O117909,C15161,P245937,Electronics,203.58,0.0,1,Debit Card,2025-02-20,5,South,0,203.58,6.75,17.68,32,Female,26-35,Standard (4-7 days),203.58,0.0,203.58,17.68,0
O117910,C17632,P204886,Toys,26.77,0.0,1,Debit Card,2023-12-07,5,West,0,26.77,5.72,4.99,68,Male,65+,Standard (4-7 days),26.77,0.0,26.77,4.99,0
O117911,C16522,P203771,Home,25.26,0.2,5,COD,2025-06-01,6,West,0,101.04,7.48,20.81,69,Female,65+,Standard (4-7 days),126.30000000000001,25.260000000000005,101.04,20.81,0
O117912,C13178,P230647,Toys,5.49,0.0,5,Wallet,2025-09-05,4,North,0,27.45,5.11,5.87,20,Other,18-25,Standard (4-7 days),27.450000000000003,3.552713678800501e-15,27.45,5.87,0
O117913,C11351,P238672,Toys,17.27,0.0,1,Debit Card,2025-07-08,6,East,1,17.27,4.37,2.54,63,Other,51-65,Standard (4-7 days),17.27,0.0,0.0,0.0,0
O117914,C16208,P246686,Grocery,11.5,0.05,1,UPI,2025-04-26,6,South,0,10.92,2.74,-1.87,55,Female,51-65,Standard (4-7 days),11.5,0.5800000000000001,10.92,-1.87,1
O117915,C10364,P247193,Electronics,257.43,0.0,4,Debit Card,2025-04-28,5,West,0,1029.72,10.45,113.12,53,Female,51-65,Standard (4-7 days),1029.72,0.0,1029.72,113.12,0
O117916,C14916,P215094,Toys,28.12,0.1,1,Debit Card,2025-04-30,6,South,0,25.31,6.84,3.28,31,Female,26-35,Standard (4-7 days),28.12,2.8100000000000023,25.31,3.28,0
O117917,C15603,P219896,Electronics,319.65,0.0,1,Debit Card,2024-09-14,8,East,0,319.65,7.61,30.75,34,Male,26-35,Delayed (8+ days),319.65,0.0,319.65,30.75,0
O117918,C13718,P225674,Fashion,8.34,0.0,1,Debit Card,2023-09-28,4,North,0,8.34,4.09,-1.17,44,Other,36-50,Standard (4-7 days),8.34,0.0,8.34,-1.17,1
O117919,C16125,P244765,Sports,224.58,0.0,1,COD,2025-06-10,5,North,0,224.58,8.33,59.04,64,Male,51-65,Standard (4-7 days),224.58,0.0,224.58,59.04,0
O117920,C11924,P246346,Home,140.21,0.0,1,Credit Card,2025-06-23,5,South,1,140.21,6.87,32.39,27,Male,26-35,Standard (4-7 days),140.21,0.0,0.0,0.0,0
O117921,C13095,P227559,Beauty,58.32,0.1,2,PayPal,2025-06-23,7,East,0,104.98,6.36,40.88,21,Female,18-25,Standard (4-7 days),116.64,11.659999999999997,104.98,40.88,0
O117922,C16683,P224487,Grocery,8.39,0.1,5,Debit Card,2025-05-06,6,East,0,37.76,4.7,-1.68,61,Female,51-65,Standard (4-7 days),41.95,4.190000000000005,37.76,-1.68,1
O117923,C15181,P211575,Toys,2.04,0.05,2,UPI,2025-04-02,4,North,0,3.88,3.06,-1.51,65,Female,51-65,Standard (4-7 days),4.08,0.20000000000000018,3.88,-1.51,1
O117924,C12538,P218228,Home,199.39,0.1,1,PayPal,2024-01-10,4,South,0,179.45,7.93,42.32,20,Female,18-25,Standard (4-7 days),199.39,19.939999999999998,179.45,42.32,0
O117925,C11296,P203924,Beauty,23.45,0.0,1,PayPal,2025-02-01,6,South,0,23.45,5.0,5.55,18,Female,18-25,Standard (4-7 days),23.45,0.0,23.45,5.55,0
O117926,C12276,P248469,Electronics,56.45,0.0,1,UPI,2025-02-17,5,South,0,56.45,5.09,1.68,37,Female,36-50,Standard (4-7 days),56.45,0.0,56.45,1.68,0
O117927,C15139,P229097,Home,121.93,0.0,2,COD,2023-12-08,5,North,0,243.86,7.77,60.51,35,Female,26-35,Standard (4-7 days),243.86,0.0,243.86,60.51,0
O117928,C10002,P245938,Beauty,68.53,0.2,1,Credit Card,2023-11-15,7,East,0,54.82,7.77,16.9,51,Male,51-65,Standard (4-7 days),68.53,13.71,54.82,16.9,0
O117929,C13492,P230509,Sports,33.02,0.2,2,UPI,2024-06-18,3,North,0,52.83,4.7,11.15,55,Male,51-65,Fast (1-3 days),66.04,13.210000000000008,52.83,11.15,0
O117930,C11753,P221265,Grocery,5.36,0.0,1,UPI,2025-01-19,5,East,0,5.36,2.4,-1.97,53,Female,51-65,Standard (4-7 days),5.36,0.0,5.36,-1.97,1
O117931,C10910,P216918,Fashion,56.55,0.0,1,Debit Card,2024-12-15,4,North,0,56.55,4.23,15.56,67,Female,65+,Standard (4-7 days),56.55,0.0,56.55,15.56,0
O117932,C10306,P240345,Grocery,23.65,0.15,1,Credit Card,2023-10-26,4,South,0,20.1,3.46,-1.85,40,Male,36-50,Standard (4-7 days),23.65,3.549999999999997,20.1,-1.85,1
O117933,C16575,P205730,Sports,110.94,0.0,1,Debit Card,2024-08-03,5,Central,1,110.94,6.43,26.85,36,Male,36-50,Standard (4-7 days),110.94,0.0,0.0,0.0,0
O117934,C14231,P208476,Electronics,412.0,0.0,1,Debit Card,2024-09-12,4,Central,0,412.0,7.36,42.08,52,Male,51-65,Standard (4-7 days),412.0,0.0,412.0,42.08,0
O117935,C16028,P240755,Home,62.08,0.0,1,Credit Card,2025-08-22,3,North,0,62.08,8.06,9.32,56,Male,51-65,Fast (1-3 days),62.08,0.0,62.08,9.32,0
O117936,C14015,P210861,Home,11.33,0.0,1,COD,2023-09-17,3,North,0,11.33,2.69,0.48,61,Female,51-65,Fast (1-3 days),11.33,0.0,11.33,0.48,0
O117937,C16658,P225705,Fashion,95.06,0.0,1,Debit Card,2024-03-22,4,Central,0,95.06,5.52,27.75,37,Female,36-50,Standard (4-7 days),95.06,0.0,95.06,27.75,0
O117938,C16336,P241463,Electronics,1788.25,0.05,1,Credit Card,2025-02-17,3,North,0,1698.84,10.86,193.0,51,Male,51-65,Fast (1-3 days),1788.25,89.41000000000008,1698.84,193.0,0
O117939,C15704,P204141,Beauty,52.32,0.05,1,Credit Card,2024-05-07,5,North,0,49.7,4.34,18.03,19,Male,18-25,Standard (4-7 days),52.32,2.6199999999999974,49.7,18.03,0
O117940,C11438,P240704,Electronics,214.67,0.1,2,Debit Card,2025-04-19,5,East,0,386.41,8.67,37.7,29,Female,26-35,Standard (4-7 days),429.34,42.92999999999995,386.41,37.7,0
O117941,C10872,P229839,Grocery,6.71,0.05,1,Credit Card,2024-10-13,4,Central,0,6.37,3.64,-3.13,68,Female,65+,Standard (4-7 days),6.71,0.33999999999999986,6.37,-3.13,1
O117942,C11141,P222245,Toys,65.24,0.0,3,UPI,2024-06-07,6,East,0,195.72,8.11,70.18,48,Male,36-50,Standard (4-7 days),195.71999999999997,-2.842170943040401e-14,195.72,70.18,0
O117943,C10665,P218767,Home,596.73,0.0,2,PayPal,2024-07-06,4,West,0,1193.46,9.91,324.26,54,Female,51-65,Standard (4-7 days),1193.46,0.0,1193.46,324.26,0
O117944,C10208,P218831,Electronics,357.89,0.05,1,UPI,2023-11-01,4,West,0,340.0,8.55,32.25,65,Female,51-65,Standard (4-7 days),357.89,17.889999999999986,340.0,32.25,0
O117945,C10951,P237572,Beauty,20.7,0.05,1,Credit Card,2024-11-20,5,South,0,19.66,4.97,3.88,32,Male,26-35,Standard (4-7 days),20.7,1.0399999999999991,19.66,3.88,0
O117946,C11057,P247083,Beauty,20.8,0.05,1,Credit Card,2025-01-13,4,South,0,19.76,3.53,5.36,42,Female,36-50,Standard (4-7 days),20.8,1.0399999999999991,19.76,5.36,0
O117947,C14744,P219653,Grocery,3.97,0.2,1,Credit Card,2023-10-26,8,East,0,3.18,0.4,-0.15,65,Male,51-65,Delayed (8+ days),3.97,0.79,3.18,-0.15,1
O117948,C15437,P208568,Electronics,473.37,0.0,1,COD,2025-03-17,5,South,0,473.37,9.06,47.74,50,Male,36-50,Standard (4-7 days),473.37,0.0,473.37,47.74,0
O117949,C16263,P242145,Sports,28.45,0.05,1,PayPal,2025-06-18,5,East,0,27.03,3.6,4.51,57,Male,51-65,Standard (4-7 days),28.45,1.4199999999999982,27.03,4.51,0
O117950,C14722,P227855,Beauty,8.76,0.0,1,Debit Card,2024-03-03,5,South,0,8.76,3.22,0.72,61,Female,51-65,Standard (4-7 days),8.76,0.0,8.76,0.72,0
O117951,C14620,P239830,Electronics,414.44,0.1,2,Credit Card,2024-07-12,7,East,0,745.99,9.47,80.05,60,Male,51-65,Standard (4-7 days),828.88,82.88999999999999,745.99,80.05,0
O117952,C15700,P214379,Electronics,711.28,0.0,1,Wallet,2024-03-05,5,South,0,711.28,10.07,75.28,30,Female,26-35,Standard (4-7 days),711.28,0.0,711.28,75.28,0
O117953,C14008,P202847,Sports,117.81,0.0,1,Debit Card,2023-11-05,6,Central,0,117.81,7.73,27.61,43,Female,36-50,Standard (4-7 days),117.81,0.0,117.81,27.61,0
O117954,C11868,P224042,Fashion,36.67,0.0,1,COD,2024-04-07,6,East,0,36.67,3.61,9.22,27,Female,26-35,Standard (4-7 days),36.67,0.0,36.67,9.22,0
O117955,C14864,P223830,Grocery,16.65,0.1,1,Credit Card,2025-08-16,4,North,0,14.98,4.87,-3.67,66,Female,65+,Standard (4-7 days),16.65,1.6699999999999982,14.98,-3.67,1
O117956,C17256,P224467,Grocery,8.99,0.0,1,UPI,2024-11-13,3,North,0,8.99,1.33,-0.61,19,Other,18-25,Fast (1-3 days),8.99,0.0,8.99,-0.61,1
O117957,C16655,P233500,Beauty,29.02,0.0,1,PayPal,2024-04-02,3,North,0,29.02,3.61,9.45,49,Female,36-50,Fast (1-3 days),29.02,0.0,29.02,9.45,0
O117958,C16190,P240081,Sports,159.05,0.0,1,PayPal,2024-12-08,4,North,0,159.05,10.38,37.34,63,Male,51-65,Standard (4-7 days),159.05,0.0,159.05,37.34,0
O117959,C10771,P223620,Electronics,54.81,0.0,1,UPI,2023-10-10,4,North,0,54.81,7.21,-0.63,33,Male,26-35,Standard (4-7 days),54.81,0.0,54.81,-0.63,1
O117960,C14835,P245577,Grocery,4.25,0.05,1,UPI,2025-01-29,7,South,0,4.04,0.81,-0.49,65,Female,51-65,Standard (4-7 days),4.25,0.20999999999999996,4.04,-0.49,1
O117961,C14030,P234926,Home,169.89,0.15,1,Credit Card,2024-02-02,3,Central,0,144.41,8.68,31.75,56,Male,51-65,Fast (1-3 days),169.89,25.47999999999999,144.41,31.75,0
O117962,C17859,P224195,Beauty,15.57,0.0,1,Credit Card,2023-09-15,4,Central,0,15.57,4.52,2.49,47,Female,36-50,Standard (4-7 days),15.57,0.0,15.57,2.49,0
O117963,C10521,P244254,Toys,16.52,0.0,1,Credit Card,2023-11-25,3,North,0,16.52,4.92,1.69,18,Male,18-25,Fast (1-3 days),16.52,0.0,16.52,1.69,0
O117964,C13355,P228222,Electronics,425.44,0.0,2,Debit Card,2024-01-24,5,East,0,850.88,10.43,91.68,69,Female,65+,Standard (4-7 days),850.88,0.0,850.88,91.68,0
O117965,C11400,P204619,Home,108.44,0.1,1,Debit Card,2025-01-04,7,South,0,97.6,6.52,20.81,35,Female,26-35,Standard (4-7 days),108.44,10.840000000000003,97.6,20.81,0
O117966,C17805,P210503,Beauty,47.43,0.0,1,COD,2025-03-15,4,North,0,47.43,5.54,15.8,51,Female,51-65,Standard (4-7 days),47.43,0.0,47.43,15.8,0
O117967,C16277,P232287,Electronics,204.92,0.05,1,PayPal,2025-06-11,5,West,0,194.67,7.64,15.72,38,Male,36-50,Standard (4-7 days),204.92,10.25,194.67,15.72,0
O117968,C13738,P220428,Electronics,432.5,0.1,1,Credit Card,2025-01-16,5,North,0,389.25,7.56,39.15,19,Male,18-25,Standard (4-7 days),432.5,43.25,389.25,39.15,0
O117969,C14343,P201210,Beauty,16.57,0.0,1,Credit Card,2025-08-26,7,South,0,16.57,5.31,2.15,50,Male,36-50,Standard (4-7 days),16.57,0.0,16.57,2.15,0
O117970,C13723,P211606,Beauty,21.46,0.0,2,Credit Card,2024-04-22,4,Central,0,42.92,5.71,13.6,55,Female,51-65,Standard (4-7 days),42.92,0.0,42.92,13.6,0
O117971,C15437,P235938,Fashion,10.94,0.0,1,Wallet,2024-01-13,4,West,0,10.94,5.18,-1.35,55,Male,51-65,Standard (4-7 days),10.94,0.0,10.94,-1.35,1
O117972,C16579,P223857,Grocery,24.45,0.0,1,Credit Card,2023-12-25,4,Central,0,24.45,3.74,-1.78,27,Female,26-35,Standard (4-7 days),24.45,0.0,24.45,-1.78,1
O117973,C13247,P218132,Fashion,23.96,0.0,1,Debit Card,2024-04-07,6,East,0,23.96,4.74,3.65,61,Female,51-65,Standard (4-7 days),23.96,0.0,23.96,3.65,0
O117974,C11858,P215558,Home,57.19,0.05,1,Credit Card,2025-01-06,3,North,0,54.33,6.73,8.48,22,Female,18-25,Fast (1-3 days),57.19,2.8599999999999994,54.33,8.48,0
O117975,C14781,P249909,Fashion,9.57,0.15,3,Credit Card,2023-11-01,4,West,0,24.4,4.42,4.12,65,Female,51-65,Standard (4-7 days),28.71,4.310000000000002,24.4,4.12,0
O117976,C14064,P200918,Electronics,279.46,0.0,4,Credit Card,2025-08-18,4,West,0,1117.84,10.61,123.53,53,Male,51-65,Standard (4-7 days),1117.84,0.0,1117.84,123.53,0
O117977,C14681,P225695,Home,81.25,0.0,1,Credit Card,2024-08-21,3,North,0,81.25,5.43,17.32,54,Male,51-65,Fast (1-3 days),81.25,0.0,81.25,17.32,0
O117978,C12398,P208897,Beauty,5.55,0.05,1,Wallet,2023-09-26,5,North,0,5.27,3.34,-0.97,26,Female,26-35,Standard (4-7 days),5.55,0.28000000000000025,5.27,-0.97,1
O117979,C10142,P222438,Toys,29.39,0.2,1,PayPal,2024-11-13,5,Central,0,23.51,4.16,5.24,18,Male,18-25,Standard (4-7 days),29.39,5.879999999999999,23.51,5.24,0
O117980,C15062,P221313,Home,19.05,0.0,1,PayPal,2024-09-18,4,North,0,19.05,3.29,2.04,19,Male,18-25,Standard (4-7 days),19.05,0.0,19.05,2.04,0
O117981,C12851,P244390,Fashion,12.7,0.0,1,COD,2024-02-13,8,East,0,12.7,3.88,0.56,28,Female,26-35,Delayed (8+ days),12.7,0.0,12.7,0.56,0
O117982,C13469,P202861,Beauty,18.13,0.1,1,Credit Card,2023-09-29,4,Central,0,16.32,2.13,5.21,39,Female,36-50,Standard (4-7 days),18.13,1.8099999999999987,16.32,5.21,0
O117983,C13695,P234575,Home,68.3,0.0,1,COD,2024-02-13,4,South,0,68.3,6.36,12.76,61,Female,51-65,Standard (4-7 days),68.3,0.0,68.3,12.76,0
O117984,C10717,P225975,Fashion,20.85,0.0,1,Debit Card,2023-10-31,5,West,0,20.85,3.91,3.39,21,Male,18-25,Standard (4-7 days),20.85,0.0,20.85,3.39,0
O117985,C10642,P202649,Grocery,11.93,0.1,1,Credit Card,2025-09-04,4,West,0,10.74,4.2,-3.34,46,Female,36-50,Standard (4-7 days),11.93,1.1899999999999995,10.74,-3.34,1
O117986,C13440,P204423,Beauty,21.2,0.0,1,UPI,2024-06-04,3,North,0,21.2,3.64,5.9,42,Female,36-50,Fast (1-3 days),21.2,0.0,21.2,5.9,0
O117987,C12548,P242580,Fashion,32.85,0.05,1,Credit Card,2025-02-09,4,South,1,31.21,7.07,3.85,21,Female,18-25,Standard (4-7 days),32.85,1.6400000000000006,0.0,0.0,0
O117988,C13693,P235210,Sports,157.2,0.1,1,Debit Card,2025-06-05,4,West,0,141.48,7.77,34.67,37,Male,36-50,Standard (4-7 days),157.2,15.719999999999999,141.48,34.67,0
O117989,C10369,P207639,Toys,15.56,0.0,1,Debit Card,2025-03-08,4,South,0,15.56,2.44,3.78,58,Male,51-65,Standard (4-7 days),15.56,0.0,15.56,3.78,0
O117990,C13650,P202595,Sports,388.93,0.0,1,UPI,2024-05-28,6,East,0,388.93,9.38,107.3,61,Female,51-65,Standard (4-7 days),388.93,0.0,388.93,107.3,0
O117991,C17549,P221521,Beauty,42.65,0.0,1,Credit Card,2025-02-06,7,East,0,42.65,5.09,14.1,39,Female,36-50,Standard (4-7 days),42.65,0.0,42.65,14.1,0
O117992,C15205,P245974,Home,24.82,0.3,2,COD,2023-12-31,6,East,0,34.75,4.28,5.45,35,Female,26-35,Standard (4-7 days),49.64,14.89,34.75,5.45,0
O117993,C10786,P245132,Toys,8.3,0.1,2,PayPal,2024-08-25,5,South,0,14.94,4.56,1.42,31,Male,26-35,Standard (4-7 days),16.6,1.660000000000002,14.94,1.42,0
O117994,C16882,P204075,Sports,85.48,0.0,1,Wallet,2025-06-29,7,East,0,85.48,6.49,19.15,25,Male,18-25,Standard (4-7 days),85.48,0.0,85.48,19.15,0
O117995,C15579,P232241,Beauty,18.5,0.0,1,Credit Card,2024-03-04,5,West,0,18.5,2.51,5.82,48,Male,36-50,Standard (4-7 days),18.5,0.0,18.5,5.82,0
O117996,C10949,P209641,Sports,14.73,0.0,1,Debit Card,2025-07-07,4,Central,0,14.73,5.01,-0.59,36,Female,36-50,Standard (4-7 days),14.73,0.0,14.73,-0.59,1
O117997,C15444,P220326,Electronics,294.11,0.1,1,Debit Card,2024-06-11,5,South,1,264.7,8.92,22.84,55,Male,51-65,Standard (4-7 days),294.11,29.410000000000025,0.0,0.0,0
O117998,C10521,P234539,Electronics,352.18,0.05,1,Debit Card,2024-04-13,3,North,0,334.57,8.4,31.75,66,Male,65+,Fast (1-3 days),352.18,17.610000000000014,334.57,31.75,0
O117999,C16632,P236460,Grocery,9.2,0.05,1,Credit Card,2023-12-23,4,West,0,8.74,4.02,-3.32,51,Male,51-65,Standard (4-7 days),9.2,0.4599999999999991,8.74,-3.32,1
O118000,C16048,P225094,Grocery,27.48,0.05,1,Credit Card,2025-08-16,4,West,0,26.11,5.09,-3.0,43,Male,36-50,Standard (4-7 days),27.48,1.370000000000001,26.11,-3.0,1
O118001,C16540,P218735,Toys,17.99,0.15,3,Wallet,2025-08-23,4,South,0,45.87,6.51,11.84,26,Male,26-35,Standard (4-7 days),53.97,8.100000000000001,45.87,11.84,0
O118002,C12943,P242095,Home,213.28,0.3,2,COD,2023-12-17,4,North,0,298.59,8.61,75.0,63,Female,51-65,Standard (4-7 days),426.56,127.97000000000003,298.59,75.0,0
O118003,C10354,P219156,Electronics,337.26,0.05,2,PayPal,2024-08-12,3,North,0,640.79,8.47,68.42,35,Female,26-35,Fast (1-3 days),674.52,33.73000000000002,640.79,68.42,0
O118004,C15042,P233679,Fashion,123.01,0.05,1,Credit Card,2025-01-05,6,West,0,116.86,7.44,33.46,18,Female,18-25,Standard (4-7 days),123.01,6.150000000000006,116.86,33.46,0
O118005,C12335,P209007,Sports,33.7,0.0,1,Wallet,2025-05-08,4,South,0,33.7,5.4,4.71,47,Female,36-50,Standard (4-7 days),33.7,0.0,33.7,4.71,0
O118006,C11482,P242922,Fashion,92.61,0.15,4,Debit Card,2025-03-04,6,South,0,314.87,8.7,101.5,45,Male,36-50,Standard (4-7 days),370.44,55.56999999999999,314.87,101.5,0
O118007,C11647,P213377,Toys,13.69,0.0,1,Debit Card,2024-06-18,5,Central,0,13.69,3.59,1.89,63,Female,51-65,Standard (4-7 days),13.69,0.0,13.69,1.89,0
O118008,C13045,P201800,Sports,127.6,0.05,1,UPI,2025-04-26,6,South,0,121.22,6.81,29.56,40,Other,36-50,Standard (4-7 days),127.6,6.3799999999999955,121.22,29.56,0
O118009,C14631,P217192,Beauty,23.46,0.1,1,Credit Card,2025-05-27,7,West,0,21.11,5.76,3.74,49,Male,36-50,Standard (4-7 days),23.46,2.3500000000000014,21.11,3.74,0
O118010,C15410,P237901,Grocery,2.52,0.0,1,Debit Card,2024-07-18,5,North,0,2.52,2.28,-2.08,29,Male,26-35,Standard (4-7 days),2.52,0.0,2.52,-2.08,1
O118011,C16994,P241529,Grocery,8.55,0.0,2,Debit Card,2024-09-08,6,South,0,17.1,3.49,-2.12,37,Male,36-50,Standard (4-7 days),17.1,0.0,17.1,-2.12,1
O118012,C16981,P200969,Sports,120.18,0.0,1,Credit Card,2025-04-27,5,South,0,120.18,6.81,29.24,32,Female,26-35,Standard (4-7 days),120.18,0.0,120.18,29.24,0
O118013,C12215,P236847,Fashion,117.43,0.0,1,Credit Card,2024-09-09,4,South,1,117.43,8.45,32.65,40,Female,36-50,Standard (4-7 days),117.43,0.0,0.0,0.0,0
O118014,C15045,P215601,Grocery,4.25,0.05,1,Credit Card,2024-01-02,6,South,0,4.04,2.68,-2.36,19,Female,18-25,Standard (4-7 days),4.25,0.20999999999999996,4.04,-2.36,1
