customer_id,customer_age,customer_gender,age_group,region
C11676,67,Female,65+,East
C14105,57,Female,51-65,West
C12787,64,Female,51-65,South
C17432,35,Female,26-35,West
C13318,56,Female,51-65,Central
C16689,54,Female,51-65,North
C12176,61,Male,51-65,South
C12652,51,Male,51-65,East
C13824,30,Female,26-35,Central
C12451,39,Male,36-50,North
C17778,27,Male,26-35,West
C13929,67,Female,65+,South
C12765,69,Female,65+,West
C14369,40,Female,36-50,East
C14956,25,Male,18-25,East
C11105,38,Male,36-50,West
C13008,42,Male,36-50,East
C15888,28,Male,26-35,North
C17225,39,Male,36-50,North
C15523,41,Other,36-50,North
C14410,50,Male,36-50,West
C13786,21,Female,18-25,North
C11064,44,Female,36-50,East
C16020,36,Male,36-50,South
C11216,29,Male,26-35,East
C15520,51,Male,51-65,North
C17445,63,Male,51-65,North
C17159,46,Female,36-50,North
C17423,53,Female,51-65,Central
C14746,36,Male,36-50,West
C12329,20,Male,18-25,Central
C13954,21,Male,18-25,North
C12450,67,Female,65+,North
C14647,23,Female,18-25,Central
C17812,30,Male,26-35,North
C14500,37,Female,36-50,North
C14557,28,Male,26-35,Central
C10873,32,Female,26-35,East
C10083,68,Male,65+,West
C16897,18,Male,18-25,East
C14316,33,Male,26-35,East
C13975,35,Female,26-35,North
C16696,62,Female,51-65,South
C11391,38,Female,36-50,Central
C13218,52,Female,51-65,West
C14207,35,Male,26-35,East
C14570,69,Male,65+,East
C16009,25,Female,18-25,South
C10270,42,Male,36-50,West
C16850,66,Male,65+,West
C17447,34,Male,26-35,East
C16332,61,Female,51-65,South
C17331,54,Female,51-65,Central
C16108,46,Male,36-50,North
C13075,55,Female,51-65,South
C10289,47,Female,36-50,East
C12480,29,Male,26-35,South
C13252,40,Female,36-50,North
C17415,63,Male,51-65,East
C16771,37,Male,36-50,East
C10278,36,Female,36-50,East
C14776,61,Male,51-65,South
C17676,60,Male,51-65,North
C13832,41,Female,36-50,Central
C12727,20,Female,18-25,South
C16053,37,Female,36-50,South
C13388,39,Male,36-50,West
C14307,60,Male,51-65,North
C15634,66,Female,65+,Central
C10383,36,Male,36-50,North
C11987,31,Other,26-35,Central
C14059,37,Female,36-50,West
C14939,36,Female,36-50,North
C13109,37,Male,36-50,North
C14515,57,Male,51-65,East
C12798,40,Female,36-50,West
C13240,38,Male,36-50,East
C11988,47,Other,36-50,East
C11849,31,Female,26-35,West
C10305,21,Female,18-25,South
C13613,48,Female,36-50,West
C12749,28,Male,26-35,Central
C16680,30,Male,26-35,Central
C11135,59,Male,51-65,East
C10205,32,Female,26-35,East
C17352,20,Female,18-25,West
C14591,43,Female,36-50,North
C13450,39,Female,36-50,West
C16005,59,Male,51-65,South
C13622,56,Male,51-65,East
C13599,40,Male,36-50,North
C10309,18,Male,18-25,South
C16896,55,Female,51-65,South
C14086,34,Male,26-35,Central
C11822,48,Female,36-50,East
C17081,29,Female,26-35,Central
C16175,37,Male,36-50,East
C14538,26,Female,26-35,West
C13722,41,Male,36-50,North
C13551,63,Female,51-65,Central
C12552,35,Male,26-35,East
C13907,67,Male,65+,Central
C15679,36,Female,36-50,West
C10152,69,Female,65+,South
C12916,60,Female,51-65,North
C15952,32,Male,26-35,East
C15310,41,Male,36-50,North
C11752,53,Male,51-65,South
C13875,54,Female,51-65,North
C11104,58,Male,51-65,West
C12536,34,Female,26-35,East
C14990,56,Male,51-65,South
C17361,44,Male,36-50,West
C17263,59,Male,51-65,North
C13494,54,Female,51-65,North
C17365,38,Male,36-50,East
C11006,66,Female,65+,East
C10166,46,Male,36-50,Central
C10508,28,Male,26-35,North
C11661,22,Male,18-25,North
C13664,47,Male,36-50,East
C10680,50,Male,36-50,East
C15260,30,Male,26-35,North
C12292,45,Male,36-50,West
C11538,20,Female,18-25,North
C13408,50,Male,36-50,South
C11099,41,Male,36-50,West
C11903,68,Male,65+,Central
C10174,39,Male,36-50,East
C14287,46,Male,36-50,West
C14160,24,Male,18-25,East
C17106,61,Male,51-65,North
C17007,19,Male,18-25,South
C11151,50,Female,36-50,South
C17619,65,Male,51-65,West
C16033,25,Male,18-25,East
C10368,60,Male,51-65,North
C11907,58,Female,51-65,Central
C12535,49,Female,36-50,Central
C14173,43,Female,36-50,West
C12873,46,Male,36-50,East
C11293,29,Male,26-35,West
C14769,56,Male,51-65,South
C16871,68,Male,65+,North
C13386,24,Male,18-25,Central
C12972,57,Male,51-65,West
C13922,65,Female,51-65,West
C14997,36,Female,36-50,South
C17032,18,Male,18-25,South
C12240,43,Female,36-50,West
C11476,67,Female,65+,West
C16426,36,Male,36-50,Central
C13407,60,Male,51-65,North
C10389,20,Male,18-25,North
C10999,19,Female,18-25,East
C14620,31,Male,26-35,East
C17407,66,Female,65+,West
C10658,61,Female,51-65,South
C12763,24,Male,18-25,North
C17722,55,Female,51-65,Central
C17256,65,Male,51-65,Central
C13731,28,Female,26-35,South
C17262,57,Female,51-65,North
C10451,19,Male,18-25,North
C13277,60,Female,51-65,South
C14546,55,Male,51-65,South
C17951,46,Female,36-50,North
C14690,57,Female,51-65,North
C13250,61,Male,51-65,East
C14595,48,Female,36-50,South
C14559,49,Male,36-50,West
C10112,67,Female,65+,West
C13197,69,Male,65+,South
C17732,28,Female,26-35,South
C12378,24,Female,18-25,West
C11924,61,Male,51-65,East
C10139,64,Other,51-65,North
C11424,19,Female,18-25,North
C12949,48,Female,36-50,South
C13168,41,Female,36-50,East
C10516,61,Male,51-65,North
C16043,26,Female,26-35,East
C16989,26,Male,26-35,East
C17236,50,Male,36-50,East
C16261,33,Female,26-35,West
C10887,29,Male,26-35,South
C10049,39,Female,36-50,West
C13951,68,Female,65+,West
C13560,22,Male,18-25,Central
C16340,38,Female,36-50,West
C11473,60,Female,51-65,North
C17846,41,Male,36-50,West
C13765,67,Female,65+,South
C12438,63,Male,51-65,East
C14310,24,Male,18-25,South
C16358,19,Male,18-25,South
C14855,21,Female,18-25,West
C16547,60,Female,51-65,North
C15911,23,Male,18-25,East
C16481,20,Male,18-25,South
C16974,26,Male,26-35,South
C14456,48,Female,36-50,West
C14664,55,Female,51-65,East
C11415,42,Male,36-50,South
C16160,54,Male,51-65,West
C10517,59,Female,51-65,West
C17737,40,Male,36-50,West
C15444,29,Female,26-35,East
C15531,18,Female,18-25,Central
C17249,43,Male,36-50,Central
C13545,50,Female,36-50,South
C15587,57,Male,51-65,South
C14520,67,Female,65+,East
C16064,58,Female,51-65,North
C17162,30,Male,26-35,West
C12434,27,Male,26-35,Central
C15633,45,Male,36-50,North
C17959,65,Male,51-65,North
C12633,68,Other,65+,South
C16309,42,Male,36-50,North
C16058,33,Male,26-35,West
C17606,62,Female,51-65,South
C13366,60,Male,51-65,North
C14314,63,Male,51-65,Central
C14764,48,Male,36-50,South
C16163,40,Male,36-50,West
C12600,30,Other,26-35,East
C15045,37,Male,36-50,North
C12195,18,Female,18-25,East
C17275,23,Male,18-25,West
C14498,41,Other,36-50,West
C14691,58,Male,51-65,North
C13554,68,Female,65+,West
C12414,24,Female,18-25,South
C15533,69,Female,65+,North
C17061,61,Male,51-65,West
C15253,23,Male,18-25,East
C13849,44,Female,36-50,North
C14168,28,Female,26-35,North
C14655,19,Female,18-25,South
C17493,61,Female,51-65,West
C14840,50,Female,36-50,East
C15562,59,Male,51-65,Central
C14195,18,Male,18-25,North
C12305,26,Female,26-35,East
C14508,24,Female,18-25,North
C12642,40,Female,36-50,North
C16409,56,Female,51-65,South
C17482,20,Female,18-25,West
C17034,67,Male,65+,North
C11271,37,Male,36-50,West
C11813,20,Female,18-25,North
C12915,59,Female,51-65,East
C10283,24,Female,18-25,East
C10816,35,Female,26-35,North
C10082,29,Male,26-35,North
C13491,26,Female,26-35,North
C12093,22,Male,18-25,West
C16405,60,Male,51-65,West
C10175,64,Female,51-65,West
C15285,60,Other,51-65,West
C12704,68,Male,65+,West
C14937,49,Male,36-50,North
C11818,42,Female,36-50,East
C11779,50,Male,36-50,South
C15528,69,Male,65+,South
C14462,25,Male,18-25,South
C14739,56,Female,51-65,South
C10859,53,Male,51-65,East
C13856,31,Male,26-35,West
C14017,68,Female,65+,East
C12259,34,Female,26-35,North
C15612,34,Male,26-35,North
C13751,57,Male,51-65,South
C12086,28,Male,26-35,South
C12804,20,Female,18-25,North
C10150,67,Male,65+,North
C15599,53,Female,51-65,South
C15555,29,Female,26-35,North
C15119,66,Male,65+,Central
C15694,18,Male,18-25,West
C12784,32,Female,26-35,North
C15485,31,Male,26-35,Central
C12346,51,Male,51-65,South
C15039,25,Male,18-25,West
C12250,69,Female,65+,East
C15041,45,Female,36-50,West
C13010,69,Female,65+,East
C13901,23,Male,18-25,Central
C11337,27,Female,26-35,South
C11551,45,Female,36-50,North
C11526,47,Female,36-50,North
C11361,32,Male,26-35,North
C14370,58,Female,51-65,North
C15283,27,Male,26-35,Central
C17610,58,Female,51-65,West
C12366,60,Male,51-65,Central
C16647,27,Male,26-35,East
C13757,45,Female,36-50,West
C11911,45,Female,36-50,Central
C10602,59,Female,51-65,South
C13821,22,Male,18-25,North
C10690,31,Female,26-35,East
C10493,68,Male,65+,East
C10489,59,Female,51-65,West
C16864,57,Male,51-65,South
C17786,33,Female,26-35,South
C15488,18,Female,18-25,East
C12843,66,Female,65+,South
C11717,56,Male,51-65,West
C12596,29,Male,26-35,North
C11873,35,Male,26-35,Central
C14663,61,Female,51-65,South
C13258,48,Male,36-50,North
C13641,56,Female,51-65,East
C16266,39,Male,36-50,North
C15307,68,Female,65+,North
C10741,26,Female,26-35,East
C10679,21,Male,18-25,North
C12467,65,Male,51-65,East
C10062,19,Male,18-25,South
C12559,31,Male,26-35,West
C15324,53,Female,51-65,Central
C16915,38,Female,36-50,South
C17381,60,Male,51-65,South
C10134,35,Male,26-35,West
C14970,29,Male,26-35,South
C12135,23,Male,18-25,West
C17131,48,Male,36-50,South
C17296,53,Male,51-65,Central
C13074,33,Male,26-35,Central
C12981,27,Male,26-35,West
C15873,67,Male,65+,South
C10120,40,Female,36-50,East
C17552,33,Male,26-35,North
C17205,65,Male,51-65,West
C15460,38,Female,36-50,West
C15103,59,Male,51-65,East
C10644,18,Female,18-25,North
C12068,47,Male,36-50,West
C15715,51,Female,51-65,East
C17762,29,Male,26-35,Central
C10802,65,Female,51-65,Central
C15059,55,Male,51-65,Central
C10195,31,Female,26-35,West
C12187,56,Female,51-65,Central
C13515,22,Male,18-25,South
C12330,35,Female,26-35,Central
C16195,59,Female,51-65,West
C13927,28,Female,26-35,West
C16296,63,Female,51-65,East
C15430,62,Male,51-65,West
C15933,34,Male,26-35,North
C10566,48,Female,36-50,North
C17556,19,Male,18-25,East
C14717,67,Male,65+,South
C16121,38,Male,36-50,North
C11200,45,Male,36-50,West
C17529,19,Female,18-25,North
C14409,21,Male,18-25,North
C16240,56,Female,51-65,South
C16972,55,Female,51-65,North
C10136,28,Female,26-35,East
C11029,42,Female,36-50,North
C12594,46,Male,36-50,West
C12677,61,Female,51-65,South
C12308,61,Male,51-65,North
C17593,32,Male,26-35,West
C10086,57,Male,51-65,South
C16968,34,Male,26-35,South
C12942,54,Male,51-65,West
C15404,69,Male,65+,Central
C11700,49,Male,36-50,South
C12700,21,Female,18-25,East
C17539,29,Female,26-35,South
C11647,31,Male,26-35,Central
C15164,27,Male,26-35,South
C10596,62,Female,51-65,South
C13089,36,Male,36-50,West
C10720,63,Male,51-65,South
C16378,67,Other,65+,West
C16559,66,Male,65+,South
C10498,63,Male,51-65,East
C16126,49,Female,36-50,West
C11736,47,Female,36-50,North
C13611,21,Female,18-25,South
C17178,37,Female,36-50,East
C16901,52,Female,51-65,South
C13982,58,Male,51-65,North
C14507,18,Male,18-25,South
C12410,27,Female,26-35,South
C15628,24,Male,18-25,Central
C13360,60,Female,51-65,North
C13552,62,Male,51-65,East
C16473,45,Male,36-50,South
C16055,56,Male,51-65,East
C15097,48,Female,36-50,South
C10945,69,Male,65+,West
C15473,56,Male,51-65,East
C12977,25,Male,18-25,East
C14015,51,Male,51-65,West
C10238,31,Female,26-35,East
C12607,21,Female,18-25,West
C15552,27,Male,26-35,West
C14927,68,Male,65+,North
C12687,53,Male,51-65,North
C14951,69,Female,65+,East
C14166,36,Other,36-50,South
C15388,20,Female,18-25,East
C10820,35,Female,26-35,West
C10192,18,Female,18-25,North
C16314,62,Male,51-65,South
C11788,42,Male,36-50,North
C12463,42,Male,36-50,North
C16811,34,Female,26-35,South
C11096,50,Female,36-50,West
C17260,25,Female,18-25,North
C11621,24,Female,18-25,West
C16773,56,Male,51-65,North
C13816,69,Female,65+,Central
C15318,20,Female,18-25,East
C13484,58,Female,51-65,North
C14434,65,Male,51-65,East
C15057,42,Male,36-50,West
C14994,68,Female,65+,South
C12104,64,Male,51-65,South
C11255,61,Female,51-65,Central
C16328,58,Female,51-65,East
C12339,57,Female,51-65,East
C13406,38,Female,36-50,South
C10731,38,Other,36-50,North
C16977,25,Female,18-25,West
C16476,45,Male,36-50,North
C10531,59,Female,51-65,North
C16079,19,Male,18-25,South
C11769,61,Female,51-65,East
C12370,26,Female,26-35,East
C15970,65,Female,51-65,North
C15813,20,Female,18-25,East
C16202,53,Other,51-65,West
C16003,69,Male,65+,West
C12890,31,Male,26-35,South
C13193,62,Female,51-65,North
C17646,31,Male,26-35,Central
C12666,67,Female,65+,East
C16239,40,Male,36-50,West
C10897,52,Female,51-65,West
C17048,46,Female,36-50,South
C10670,51,Male,51-65,Central
C11505,33,Female,26-35,West
C16460,37,Female,36-50,West
C14814,21,Female,18-25,North
C15167,57,Female,51-65,East
C15255,30,Other,26-35,South
C11892,45,Male,36-50,Central
C13439,18,Female,18-25,Central
C17596,55,Female,51-65,West
C11503,33,Male,26-35,West
C13571,36,Male,36-50,West
C13792,46,Female,36-50,Central
C10043,61,Female,51-65,Central
C13612,67,Female,65+,North
C12618,60,Female,51-65,West
C14678,22,Female,18-25,Central
C13163,18,Male,18-25,Central
C11288,56,Male,51-65,North
C10219,53,Male,51-65,South
C13513,41,Female,36-50,West
C10990,57,Female,51-65,South
C14953,37,Female,36-50,North
C10803,22,Female,18-25,South
C15876,55,Other,51-65,Central
C11705,46,Female,36-50,North
C13340,60,Male,51-65,West
C12575,47,Male,36-50,Central
C10615,29,Male,26-35,East
C15944,52,Male,51-65,South
C17207,19,Female,18-25,South
C12781,30,Female,26-35,West
C16859,25,Female,18-25,North
C12347,61,Male,51-65,East
C14490,45,Male,36-50,West
C12640,49,Female,36-50,North
C13801,46,Female,36-50,North
C12561,69,Female,65+,West
C16539,55,Male,51-65,South
C10857,61,Male,51-65,Central
C14886,51,Other,51-65,West
C14753,42,Female,36-50,East
C17485,52,Female,51-65,West
C16879,45,Male,36-50,North
C13877,21,Male,18-25,Central
C14334,48,Female,36-50,Central
C14290,23,Female,18-25,South
C14034,47,Female,36-50,North
C16204,49,Female,36-50,East
C16828,41,Female,36-50,East
C16111,30,Male,26-35,West
C14251,30,Female,26-35,North
C17545,36,Male,36-50,West
C17957,46,Male,36-50,South
C15705,51,Female,51-65,South
C11230,51,Male,51-65,West
C17647,28,Male,26-35,East
C12934,32,Female,26-35,West
C16483,37,Female,36-50,South
C10203,28,Male,26-35,South
C17707,56,Female,51-65,West
C14487,44,Female,36-50,North
C16718,32,Female,26-35,South
C11093,36,Female,36-50,East
C17036,42,Female,36-50,North
C10607,40,Female,36-50,North
C15710,33,Female,26-35,East
C11837,62,Female,51-65,East
C12103,69,Male,65+,East
C17911,36,Male,36-50,South
C17934,20,Male,18-25,West
C14550,61,Female,51-65,East
C14325,53,Female,51-65,Central
C17425,68,Female,65+,East
C14988,65,Male,51-65,Central
C15669,45,Female,36-50,Central
C13347,44,Female,36-50,North
C11675,63,Female,51-65,Central
C10298,56,Female,51-65,South
C16942,52,Male,51-65,North
C11114,47,Other,36-50,West
C16623,57,Female,51-65,West
C12505,49,Male,36-50,South
C14446,54,Female,51-65,East
C16000,56,Female,51-65,West
C12850,62,Male,51-65,South
C15107,45,Male,36-50,South
C13770,33,Other,26-35,West
C14594,63,Female,51-65,South
C10949,57,Male,51-65,North
C14603,30,Male,26-35,Central
C12509,18,Male,18-25,East
C10113,42,Male,36-50,South
C13504,44,Other,36-50,South
C17523,23,Other,18-25,North
C17862,33,Female,26-35,Central
C16350,26,Female,26-35,North
C11258,35,Male,26-35,North
C17609,50,Female,36-50,North
C15327,56,Female,51-65,North
C13196,23,Male,18-25,Central
C12584,18,Male,18-25,West
C15660,47,Female,36-50,East
C14478,62,Female,51-65,Central
C17082,61,Female,51-65,South
C15395,30,Female,26-35,West
C12258,48,Female,36-50,Central
C12902,22,Female,18-25,South
C10650,36,Female,36-50,South
C15741,44,Female,36-50,East
C16838,67,Female,65+,North
C17876,48,Male,36-50,Central
C13262,33,Male,26-35,North
C11338,43,Female,36-50,East
C14996,28,Male,26-35,Central
C15780,32,Male,26-35,East
C12827,52,Male,51-65,South
C15681,36,Other,36-50,East
C13539,20,Male,18-25,East
C17845,33,Other,26-35,East
C15834,32,Female,26-35,East
C14383,42,Female,36-50,Central
C13978,48,Female,36-50,West
C13226,49,Female,36-50,Central
C16837,43,Male,36-50,North
C15841,34,Other,26-35,West
C11448,42,Male,36-50,East
C10570,68,Female,65+,North
C15096,59,Female,51-65,North
C11874,28,Other,26-35,Central
C17231,22,Male,18-25,Central
C16982,52,Male,51-65,East
C16336,22,Male,18-25,West
C17086,24,Male,18-25,North
C12477,63,Male,51-65,Central
C13505,38,Male,36-50,North
C13475,21,Female,18-25,East
C15162,29,Male,26-35,South
C11319,48,Male,36-50,South
C17389,37,Male,36-50,East
C15213,53,Female,51-65,Central
C14108,36,Male,36-50,North
C10944,36,Female,36-50,Central
C12789,22,Female,18-25,West
C15953,58,Female,51-65,Central
C13882,48,Other,36-50,South
C13221,61,Female,51-65,West
C16803,30,Female,26-35,West
C15148,67,Male,65+,Central
C14391,40,Female,36-50,West
C15021,31,Male,26-35,Central
C12387,20,Female,18-25,South
C16582,45,Female,36-50,Central
C15263,50,Female,36-50,South
C10941,61,Male,51-65,Central
C14925,38,Male,36-50,South
C15866,63,Male,51-65,South
C17212,69,Male,65+,West
C12202,29,Male,26-35,East
C15300,27,Female,26-35,South
C17382,63,Female,51-65,South
C15192,54,Female,51-65,West
C17074,49,Female,36-50,North
C16774,23,Other,18-25,North
C12654,26,Male,26-35,Central
C13805,48,Female,36-50,South
C16419,33,Female,26-35,East
C16523,20,Female,18-25,South
C17910,42,Female,36-50,West
C15428,61,Male,51-65,East
C17435,44,Male,36-50,North
C15040,46,Male,36-50,South
C13135,29,Female,26-35,South
C16953,51,Female,51-65,North
C17265,53,Male,51-65,West
C11094,51,Female,51-65,South
C12617,28,Female,26-35,South
C12323,25,Male,18-25,West
C12775,26,Female,26-35,North
C17972,64,Female,51-65,South
C15927,41,Male,36-50,North
C14331,22,Male,18-25,Central
C11942,51,Male,51-65,West
C10109,40,Female,36-50,South
C10191,52,Female,51-65,Central
C10903,22,Male,18-25,Central
C15212,65,Male,51-65,Central
C10861,66,Male,65+,West
C16711,69,Female,65+,West
C11083,58,Male,51-65,North
C17216,51,Male,51-65,North
C10636,37,Female,36-50,North
C11036,21,Female,18-25,West
C15457,25,Male,18-25,North
C11879,52,Female,51-65,South
C13966,65,Male,51-65,South
C14126,59,Female,51-65,South
C17542,27,Male,26-35,North
C14581,49,Female,36-50,West
C11289,44,Female,36-50,North
C13199,18,Female,18-25,West
C17522,33,Female,26-35,Central
C14920,52,Female,51-65,West
C15558,27,Female,26-35,South
C12153,60,Male,51-65,East
C16324,43,Female,36-50,South
C10776,18,Female,18-25,East
C13442,64,Male,51-65,Central
C15067,62,Male,51-65,North
C15518,31,Male,26-35,Central
C11294,56,Other,51-65,North
C17692,51,Male,51-65,West
C13103,21,Female,18-25,North
C12440,46,Other,36-50,West
C10844,44,Male,36-50,East
C15839,66,Female,65+,West
C10446,35,Male,26-35,East
C13915,69,Male,65+,Central
C11234,49,Female,36-50,Central
C16587,63,Male,51-65,North
C15446,19,Female,18-25,West
C17185,69,Female,65+,North
C11830,24,Male,18-25,East
C13779,35,Female,26-35,South
C12877,22,Female,18-25,North
C10848,67,Male,65+,Central
C15074,34,Female,26-35,South
C15708,20,Male,18-25,West
C15112,27,Male,26-35,West
C11881,29,Female,26-35,North
C11630,19,Other,18-25,South
C14405,40,Other,36-50,South
C13203,53,Female,51-65,East
C17960,47,Male,36-50,East
C12892,64,Female,51-65,East
C11695,18,Female,18-25,Central
C16263,43,Female,36-50,South
C15570,26,Female,26-35,East
C17579,58,Female,51-65,South
C11666,64,Female,51-65,West
C15356,48,Male,36-50,East
C16751,33,Male,26-35,East
C16855,48,Female,36-50,South
C10071,49,Male,36-50,Central
C12053,33,Female,26-35,South
C13682,30,Female,26-35,Central
C14482,49,Male,36-50,West
C17243,31,Male,26-35,East
C15296,44,Male,36-50,West
C15918,38,Male,36-50,Central
C10348,20,Male,18-25,South
C13908,24,Female,18-25,South
C10307,54,Male,51-65,North
C15246,25,Male,18-25,South
C14861,18,Female,18-25,East
C12809,59,Male,51-65,West
C13558,23,Male,18-25,Central
C13477,52,Male,51-65,Central
C16531,20,Male,18-25,North
C17724,63,Female,51-65,West
C12985,43,Male,36-50,East
C17793,61,Male,51-65,South
C12764,62,Female,51-65,North
C10336,34,Male,26-35,East
C11973,23,Female,18-25,North
C13968,48,Male,36-50,Central
C17440,40,Male,36-50,East
C13129,45,Female,36-50,South
C15447,68,Male,65+,South
C16129,55,Male,51-65,Central
C14204,50,Female,36-50,West
C10314,57,Female,51-65,Central
C12746,38,Female,36-50,North
C17396,54,Female,51-65,North
C11520,50,Male,36-50,East
C12805,32,Female,26-35,West
C10721,43,Female,36-50,South
C10912,53,Male,51-65,East
C13357,30,Male,26-35,North
C10497,48,Female,36-50,North
C11756,66,Female,65+,North
C11117,41,Male,36-50,West
C13409,38,Male,36-50,South
C16100,31,Female,26-35,West
C16749,43,Male,36-50,East
C16992,45,Female,36-50,Central
C10142,28,Male,26-35,West
C17347,26,Male,26-35,Central
C16622,31,Female,26-35,North
C14660,43,Male,36-50,South
C12431,27,Female,26-35,West
C14512,33,Female,26-35,North
C16451,63,Male,51-65,South
C11504,31,Male,26-35,Central
C13308,34,Male,26-35,South
C15048,66,Female,65+,East
C11344,33,Male,26-35,North
C16250,57,Female,51-65,West
C13303,39,Male,36-50,West
C13113,32,Female,26-35,West
C12662,40,Female,36-50,North
C17850,22,Male,18-25,North
C11748,42,Male,36-50,Central
C13478,19,Female,18-25,North
C14709,43,Female,36-50,East
C15831,35,Female,26-35,North
C14322,31,Other,26-35,South
C17282,33,Female,26-35,East
C11086,40,Female,36-50,South
C14763,23,Male,18-25,West
C12042,26,Female,26-35,North
C10272,46,Female,36-50,Central
C11051,59,Female,51-65,North
C17538,50,Female,36-50,Central
C17747,53,Female,51-65,North
C13289,65,Female,51-65,Central
C17466,28,Female,26-35,North
C15072,55,Male,51-65,Central
C13176,29,Female,26-35,North
C11251,50,Male,36-50,North
C16226,63,Female,51-65,South
C16395,60,Female,51-65,East
C15815,39,Male,36-50,South
C16138,57,Male,51-65,West
C11961,57,Male,51-65,West
C17975,57,Female,51-65,East
C12656,24,Male,18-25,Central
C16603,67,Male,65+,North
C14567,58,Female,51-65,North
C17887,62,Female,51-65,North
C16513,25,Other,18-25,West
C10183,62,Female,51-65,North
C17755,44,Female,36-50,East
C13358,39,Male,36-50,North
C16615,62,Female,51-65,South
C11398,61,Male,51-65,West
C16797,26,Male,26-35,South
C12796,46,Male,36-50,South
C16945,61,Other,51-65,Central
C15698,69,Female,65+,Central
C16653,46,Male,36-50,North
C13049,46,Female,36-50,East
C11305,30,Female,26-35,East
C10915,65,Male,51-65,South
C14247,38,Female,36-50,North
C15314,23,Female,18-25,Central
C11186,18,Male,18-25,West
C12398,39,Female,36-50,South
C16995,66,Male,65+,East
C14235,52,Female,51-65,North
C17299,37,Female,36-50,Central
C14765,21,Male,18-25,West
C14947,21,Female,18-25,North
C10627,33,Female,26-35,East
C15884,28,Female,26-35,South
C13214,49,Male,36-50,North
C12925,57,Female,51-65,North
C16932,32,Female,26-35,South
C12937,64,Female,51-65,East
C12117,39,Female,36-50,South
C10090,33,Female,26-35,Central
C14756,43,Female,36-50,North
C14834,19,Male,18-25,West
C12185,30,Female,26-35,North
C13783,32,Female,26-35,South
C16646,42,Male,36-50,South
C14668,61,Female,51-65,Central
C16692,54,Male,51-65,East
C16199,69,Male,65+,South
C11260,62,Male,51-65,Central
C14965,34,Female,26-35,East
C13932,30,Female,26-35,South
C13268,37,Female,36-50,Central
C10584,65,Female,51-65,East
C12799,56,Male,51-65,North
C15819,54,Female,51-65,South
C16173,55,Female,51-65,North
C10890,60,Male,51-65,East
C16087,66,Female,65+,West
C15564,49,Female,36-50,Central
C13961,19,Female,18-25,East
C14701,64,Male,51-65,North
C13806,57,Male,51-65,North
C17662,21,Male,18-25,West
C16686,21,Male,18-25,South
C11611,20,Female,18-25,South
C10896,62,Female,51-65,East
C12432,51,Male,51-65,East
C14856,69,Male,65+,Central
C15454,50,Male,36-50,West
C10677,66,Female,65+,West
C12028,33,Female,26-35,North
C16151,62,Male,51-65,South
C10589,37,Female,36-50,West
C12821,35,Male,26-35,South
C14750,39,Female,36-50,West
C13580,34,Female,26-35,West
C10268,47,Female,36-50,West
C12462,49,Female,36-50,West
C11268,56,Female,51-65,East
C12722,25,Other,18-25,Central
C14101,52,Male,51-65,West
C17384,55,Male,51-65,East
C16169,37,Male,36-50,South
C13076,46,Female,36-50,West
C16289,31,Male,26-35,North
C11411,18,Female,18-25,East
C15368,30,Female,26-35,East
C11485,29,Other,26-35,Central
C16156,40,Female,36-50,East
C14651,59,Male,51-65,South
C17566,25,Male,18-25,South
C11003,51,Male,51-65,North
C14527,45,Male,36-50,North
C12091,53,Female,51-65,East
C15436,65,Female,51-65,East
C14240,53,Female,51-65,North
C11073,41,Male,36-50,East
C12402,56,Male,51-65,North
C16969,29,Male,26-35,West
C12445,47,Female,36-50,Central
C11956,63,Female,51-65,North
C17023,41,Male,36-50,North
C16141,59,Female,51-65,South
C10807,66,Female,65+,East
C14827,43,Male,36-50,West
C15309,24,Female,18-25,Central
C15507,64,Male,51-65,North
C12284,68,Male,65+,North
C15313,19,Male,18-25,West
C14866,23,Male,18-25,South
C10757,58,Female,51-65,East
C14231,63,Male,51-65,Central
C12206,53,Male,51-65,Central
C11580,58,Female,51-65,Central
C16726,54,Male,51-65,West
C12418,39,Female,36-50,West
C14198,21,Male,18-25,East
C11001,63,Female,51-65,East
C15244,37,Female,36-50,East
C12845,64,Female,51-65,West
C10657,49,Female,36-50,West
C17025,31,Male,26-35,West
C15316,28,Male,26-35,West
C10422,68,Male,65+,West
C16715,63,Male,51-65,South
C10452,29,Female,26-35,East
C11657,67,Female,65+,West
C13164,37,Male,36-50,Central
C12966,28,Male,26-35,East
C10287,44,Female,36-50,West
C15737,46,Male,36-50,North
C13217,64,Male,51-65,North
C11225,28,Male,26-35,South
C11235,24,Male,18-25,North
C14906,35,Female,26-35,Central
C10808,69,Female,65+,North
C10978,37,Male,36-50,South
C10725,69,Female,65+,East
C17671,26,Female,26-35,West
C13362,41,Female,36-50,Central
C17701,51,Male,51-65,South
C14051,64,Male,51-65,North
C12197,45,Male,36-50,East
C17145,30,Other,26-35,West
C12123,21,Male,18-25,West
C10598,24,Male,18-25,Central
C13341,50,Male,36-50,South
C15649,54,Female,51-65,West
C16394,59,Male,51-65,East
C10124,37,Male,36-50,West
C13246,67,Female,65+,South
C15375,45,Male,36-50,Central
C15846,53,Female,51-65,East
C14125,32,Female,26-35,North
C16424,24,Female,18-25,South
C12415,46,Female,36-50,South
C13096,44,Female,36-50,Central
C11609,19,Male,18-25,North
C11357,30,Female,26-35,South
