order_id,customer_id,product_id,order_date,payment_method,quantity,discount,gross_amount,discount_amount,total_amount,shipping_cost,profit_margin,net_revenue,net_profit,returned,is_unprofitable,delivery_time_days,delivery_speed
O113694,C14171,P216025,2024-07-03,Credit Card,1,0.05,14.1,0.6999999999999993,13.4,4.36,-3.29,13.4,-3.29,0,1,4,Standard (4-7 days)
O113695,C13229,P226015,2024-11-21,COD,1,0.05,45.8,2.289999999999999,43.51,6.49,6.56,43.51,6.56,0,0,6,Standard (4-7 days)
O113696,C13603,P215431,2025-06-17,UPI,4,0.0,399.84,0.0,399.84,8.22,111.73,399.84,111.73,0,0,6,Standard (4-7 days)
O113697,C16052,P219052,2025-03-12,Debit Card,1,0.0,10.55,0.0,10.55,2.46,-1.62,10.55,-1.62,0,1,4,Standard (4-7 days)
O113698,C11666,P237999,2025-07-12,Wallet,1,0.0,137.23,0.0,137.23,8.68,39.35,137.23,39.35,0,0,3,Fast (1-3 days)
O113699,C14424,P243179,2024-10-29,Debit Card,3,0.15,134.43,20.16000000000001,114.27,6.25,33.74,114.27,33.74,0,0,4,Standard (4-7 days)
O113700,C16265,P241658,2023-11-01,PayPal,1,0.0,12.78,0.0,12.78,2.74,1.09,12.78,1.09,0,0,5,Standard (4-7 days)
O113701,C14136,P230992,2024-12-03,Wallet,1,0.0,16.26,0.0,16.26,5.35,-4.05,16.26,-4.05,0,1,5,Standard (4-7 days)
O113702,C15286,P245585,2024-05-01,Debit Card,1,0.1,4.27,0.4299999999999997,3.84,1.96,-0.23,3.84,-0.23,0,1,6,Standard (4-7 days)
O113703,C12969,P242058,2025-02-09,Credit Card,1,0.15,38.95,5.840000000000003,33.11,4.98,-2.33,33.11,-2.33,0,1,3,Fast (1-3 days)
O113704,C12689,P206572,2024-03-08,COD,1,0.15,37.78,5.670000000000002,32.11,5.4,5.84,32.11,5.84,0,0,4,Standard (4-7 days)
O113705,C17190,P235662,2024-02-22,Credit Card,2,0.1,139.4,13.940000000000012,125.46,8.37,41.81,125.46,41.81,0,0,5,Standard (4-7 days)
O113706,C12326,P236185,2025-01-21,Wallet,2,0.05,2.7,0.14000000000000012,2.56,0.1,0.1,2.56,0.1,0,0,7,Standard (4-7 days)
O113707,C12810,P216632,2025-01-23,Debit Card,1,0.0,110.21,0.0,110.21,6.65,24.21,110.21,24.21,0,0,4,Standard (4-7 days)
O113708,C12516,P207810,2024-02-16,UPI,1,0.0,4.38,0.0,4.38,2.72,-2.37,4.38,-2.37,0,1,5,Standard (4-7 days)
O113709,C13471,P212674,2024-06-28,COD,4,0.0,221.32,0.0,221.32,6.41,71.05,221.32,71.05,0,0,4,Standard (4-7 days)
O113710,C16152,P242917,2023-11-13,Credit Card,2,0.0,20.16,0.0,20.16,5.01,-3.4,20.16,-3.4,0,1,5,Standard (4-7 days)
O113711,C10012,P207880,2024-11-30,Credit Card,3,0.05,35.97,1.7999999999999972,34.17,6.55,-3.82,34.17,-3.82,0,1,8,Delayed (8+ days)
O113712,C15019,P212650,2024-04-25,UPI,1,0.05,194.86,9.740000000000009,185.12,7.6,14.61,185.12,14.61,0,0,5,Standard (4-7 days)
O113713,C12970,P234883,2025-07-15,PayPal,3,0.0,12.899999999999999,-1.7763568394002505e-15,12.9,5.27,0.54,12.9,0.54,0,0,4,Standard (4-7 days)
O113714,C15938,P239349,2025-03-25,Debit Card,2,0.0,11.5,0.0,11.5,2.6,2.58,11.5,2.58,0,0,7,Standard (4-7 days)
O113715,C17999,P238419,2025-07-08,COD,1,0.0,685.66,0.0,685.66,9.06,73.22,685.66,73.22,0,0,5,Standard (4-7 days)
O113716,C17219,P201806,2025-07-22,Wallet,1,0.0,444.31,0.0,444.31,9.95,43.37,444.31,43.37,0,0,4,Standard (4-7 days)
O113717,C15328,P240068,2024-01-03,PayPal,1,0.3,526.79,158.03999999999996,368.75,7.62,36.63,368.75,36.63,0,0,5,Standard (4-7 days)
O113718,C13621,P224871,2025-07-02,Debit Card,1,0.0,6.21,0.0,6.21,2.04,0.75,6.21,0.75,0,0,4,Standard (4-7 days)
O113719,C13683,P242951,2024-06-15,Debit Card,1,0.15,16.65,2.4999999999999982,14.15,2.61,1.35,14.15,1.35,0,0,6,Standard (4-7 days)
O113720,C17872,P248991,2023-12-22,PayPal,2,0.0,2.46,0.0,2.46,1.08,-0.88,2.46,-0.88,0,1,4,Standard (4-7 days)
O113721,C13473,P247136,2025-03-07,Wallet,1,0.05,41.27,2.0600000000000023,39.21,4.54,9.18,39.21,9.18,0,0,4,Standard (4-7 days)
O113722,C15310,P205493,2023-12-28,Debit Card,1,0.0,78.34,0.0,78.34,4.85,18.65,78.34,18.65,0,0,4,Standard (4-7 days)
O113723,C13122,P232548,2024-09-10,Credit Card,1,0.0,88.11,0.0,88.11,7.24,3.33,0.0,0.0,1,0,6,Standard (4-7 days)
O113724,C13464,P204650,2024-09-19,Credit Card,1,0.3,51.85,15.550000000000004,36.3,4.55,6.34,36.3,6.34,0,0,5,Standard (4-7 days)
O113725,C10652,P244835,2024-10-15,Credit Card,2,0.0,21.9,0.0,21.9,5.67,-3.92,21.9,-3.92,0,1,5,Standard (4-7 days)
O113726,C15799,P216225,2023-11-13,Credit Card,1,0.15,60.38,9.060000000000002,51.32,5.93,12.03,51.32,12.03,0,0,6,Standard (4-7 days)
O113727,C17990,P245360,2025-02-15,Debit Card,2,0.15,173.3,26.0,147.3,7.02,44.54,147.3,44.54,0,0,4,Standard (4-7 days)
O113728,C10620,P200792,2025-07-12,UPI,1,0.0,28.13,0.0,28.13,5.15,7.51,28.13,7.51,0,0,4,Standard (4-7 days)
O113729,C13790,P229803,2025-04-29,UPI,1,0.0,6.5,0.0,6.5,3.37,-1.1,6.5,-1.1,0,1,3,Fast (1-3 days)
O113730,C16058,P233857,2024-05-02,Credit Card,1,0.1,126.14,12.61,113.53,9.43,22.36,113.53,22.36,0,0,5,Standard (4-7 days)
O113731,C17467,P220881,2024-01-30,UPI,1,0.2,9.52,1.8999999999999995,7.62,1.69,0.98,7.62,0.98,0,0,7,Standard (4-7 days)
O113732,C11645,P233557,2025-05-15,PayPal,1,0.0,45.92,0.0,45.92,7.39,8.68,45.92,8.68,0,0,6,Standard (4-7 days)
O113733,C12243,P204194,2024-07-05,Debit Card,2,0.15,112.74,16.909999999999997,95.83,7.49,21.26,0.0,0.0,1,0,4,Standard (4-7 days)
O113734,C14512,P212558,2025-05-16,UPI,1,0.0,5.44,0.0,5.44,2.72,-2.28,5.44,-2.28,0,1,4,Standard (4-7 days)
O113735,C14759,P226374,2024-09-25,PayPal,1,0.1,19.1,1.9100000000000001,17.19,4.79,2.95,17.19,2.95,0,0,6,Standard (4-7 days)
O113736,C13491,P220841,2025-08-31,Credit Card,3,0.05,618.42,30.91999999999996,587.5,10.36,60.14,587.5,60.14,0,0,6,Standard (4-7 days)
O113737,C15874,P213475,2024-12-03,Credit Card,1,0.0,92.2,0.0,92.2,6.76,25.51,92.2,25.51,0,0,8,Delayed (8+ days)
O113738,C13711,P206671,2025-06-17,Credit Card,1,0.0,4.38,0.0,4.38,3.4,-3.05,4.38,-3.05,0,1,6,Standard (4-7 days)
O113739,C13688,P231764,2024-03-11,Credit Card,1,0.0,2.94,0.0,2.94,4.24,-4.0,2.94,-4.0,0,1,4,Standard (4-7 days)
O113740,C17689,P205961,2023-11-29,Credit Card,1,0.05,639.51,31.980000000000018,607.53,9.59,63.31,607.53,63.31,0,0,5,Standard (4-7 days)
O113741,C11379,P244816,2025-07-28,Credit Card,1,0.05,4.67,0.22999999999999954,4.44,4.47,-4.11,4.44,-4.11,0,1,4,Standard (4-7 days)
O113742,C14243,P205155,2024-09-19,Credit Card,1,0.15,1.43,0.20999999999999996,1.22,1.55,-1.45,1.22,-1.45,0,1,4,Standard (4-7 days)
O113743,C12045,P233081,2023-09-25,Wallet,2,0.1,58.12,5.809999999999995,52.31,6.58,11.73,52.31,11.73,0,0,5,Standard (4-7 days)
O113744,C13048,P200232,2024-12-31,Credit Card,1,0.0,178.1,0.0,178.1,9.36,44.07,178.1,44.07,0,0,4,Standard (4-7 days)
O113745,C11388,P209221,2025-02-17,Debit Card,2,0.0,33.7,0.0,33.7,5.76,9.41,33.7,9.41,0,0,3,Fast (1-3 days)
O113746,C16507,P244566,2024-01-14,Debit Card,2,0.2,72.44,14.489999999999995,57.95,5.62,14.66,57.95,14.66,0,0,5,Standard (4-7 days)
O113747,C17819,P224233,2025-03-01,Credit Card,1,0.0,65.71,0.0,65.71,4.33,3.56,0.0,0.0,1,0,3,Fast (1-3 days)
O113748,C15821,P202711,2023-10-22,PayPal,1,0.0,173.46,0.0,173.46,6.79,41.78,173.46,41.78,0,0,3,Fast (1-3 days)
O113749,C10401,P212531,2024-10-04,Credit Card,1,0.0,6.55,0.0,6.55,3.29,-2.77,6.55,-2.77,0,1,4,Standard (4-7 days)
O113750,C12653,P210480,2024-02-14,Credit Card,3,0.05,82.94999999999999,4.1499999999999915,78.8,5.5,26.02,78.8,26.02,0,0,5,Standard (4-7 days)
O113751,C15611,P240708,2024-11-18,Debit Card,4,0.05,124.08,6.200000000000003,117.88,7.28,33.98,117.88,33.98,0,0,3,Fast (1-3 days)
O113752,C16127,P212191,2024-04-09,UPI,1,0.0,21.34,0.0,21.34,2.56,7.04,21.34,7.04,0,0,4,Standard (4-7 days)
O113753,C14324,P202122,2023-11-12,Credit Card,1,0.0,127.23,0.0,127.23,7.09,28.53,127.23,28.53,0,0,6,Standard (4-7 days)
O113754,C15694,P203779,2023-12-22,Debit Card,1,0.1,38.87,3.8900000000000006,34.98,5.42,4.37,34.98,4.37,0,0,4,Standard (4-7 days)
O113755,C13923,P205654,2024-04-24,Debit Card,3,0.05,26.549999999999997,1.3299999999999983,25.22,3.96,6.13,25.22,6.13,0,0,3,Fast (1-3 days)
O113756,C16680,P245142,2024-08-14,PayPal,1,0.15,24.58,3.6899999999999977,20.89,4.54,4.86,20.89,4.86,0,0,6,Standard (4-7 days)
O113757,C10267,P211169,2025-04-07,Credit Card,1,0.15,90.12,13.52000000000001,76.6,5.31,21.5,76.6,21.5,0,0,6,Standard (4-7 days)
O113758,C15524,P201172,2024-05-18,Credit Card,1,0.0,165.07,0.0,165.07,8.35,49.42,165.07,49.42,0,0,7,Standard (4-7 days)
O113759,C15912,P207317,2025-04-09,Wallet,1,0.1,21.2,2.120000000000001,19.08,4.19,4.4,19.08,4.4,0,0,4,Standard (4-7 days)
O113760,C15130,P200159,2024-09-08,Debit Card,5,0.15,87.75,13.159999999999997,74.59,6.93,15.45,74.59,15.45,0,0,5,Standard (4-7 days)
O113761,C15439,P202129,2025-02-20,Debit Card,3,0.0,1263.93,0.0,1263.93,10.73,343.17,1263.93,343.17,0,0,3,Fast (1-3 days)
O113762,C17880,P219462,2024-05-06,Credit Card,1,0.0,16.38,0.0,16.38,5.3,2.07,16.38,2.07,0,0,4,Standard (4-7 days)
O113763,C14221,P218613,2024-10-31,COD,2,0.0,8.26,0.0,8.26,3.18,0.12,8.26,0.12,0,0,5,Standard (4-7 days)
O113764,C16449,P202917,2024-03-11,Credit Card,1,0.0,90.78,0.0,90.78,6.22,34.63,90.78,34.63,0,0,5,Standard (4-7 days)
O113765,C11725,P219397,2025-06-05,Credit Card,1,0.0,5.33,0.0,5.33,3.05,-2.62,5.33,-2.62,0,1,5,Standard (4-7 days)
O113766,C17678,P226125,2025-06-11,Credit Card,2,0.0,115.18,0.0,115.18,7.71,32.6,115.18,32.6,0,0,5,Standard (4-7 days)
O113767,C11112,P245533,2024-06-09,Debit Card,1,0.1,3.05,0.3099999999999996,2.74,1.54,-1.32,2.74,-1.32,0,1,5,Standard (4-7 days)
O113768,C17522,P206326,2023-12-17,Wallet,1,0.0,67.51,0.0,67.51,5.03,18.6,67.51,18.6,0,0,4,Standard (4-7 days)
O113769,C12675,P234347,2024-05-26,Wallet,1,0.2,94.7,18.939999999999998,75.76,5.45,28.64,75.76,28.64,0,0,5,Standard (4-7 days)
O113770,C15471,P247277,2024-01-07,Credit Card,2,0.1,1126.92,112.69000000000005,1014.23,9.27,274.71,0.0,0.0,1,0,4,Standard (4-7 days)
O113771,C14784,P214349,2024-11-25,Debit Card,2,0.0,55.52,0.0,55.52,5.63,9.92,55.52,9.92,0,0,6,Standard (4-7 days)
O113772,C17181,P234728,2025-04-19,Credit Card,1,0.0,20.28,0.0,20.28,3.35,-1.73,20.28,-1.73,0,1,4,Standard (4-7 days)
O113773,C11280,P230792,2024-01-09,Credit Card,2,0.05,117.34,5.8700000000000045,111.47,8.3,30.71,111.47,30.71,0,0,8,Delayed (8+ days)
O113774,C11232,P207902,2024-12-05,UPI,1,0.0,168.99,0.0,168.99,7.8,42.9,168.99,42.9,0,0,6,Standard (4-7 days)
O113775,C14376,P214033,2025-04-10,UPI,5,0.0,49.85,0.0,49.85,5.08,14.86,49.85,14.86,0,0,6,Standard (4-7 days)
O113776,C14538,P236612,2024-01-20,Credit Card,1,0.15,30.26,4.540000000000003,25.72,5.75,3.25,0.0,0.0,1,0,7,Standard (4-7 days)
O113777,C11863,P237465,2024-04-13,Debit Card,1,0.0,6.51,0.0,6.51,2.73,-2.21,6.51,-2.21,0,1,4,Standard (4-7 days)
O113778,C14932,P235158,2025-06-16,PayPal,1,0.0,38.64,0.0,38.64,5.9,11.49,38.64,11.49,0,0,4,Standard (4-7 days)
O113779,C14484,P234187,2025-03-24,Credit Card,2,0.0,45.6,0.0,45.6,6.08,-2.43,45.6,-2.43,0,1,5,Standard (4-7 days)
O113780,C10616,P203917,2025-01-23,COD,1,0.15,38.2,5.730000000000004,32.47,5.12,4.62,32.47,4.62,0,0,6,Standard (4-7 days)
O113781,C17650,P228411,2024-05-10,COD,1,0.05,93.63,4.679999999999993,88.95,6.26,20.42,88.95,20.42,0,0,5,Standard (4-7 days)
O113782,C10146,P214206,2025-08-10,Credit Card,2,0.05,23.24,1.1600000000000001,22.08,3.0,4.73,0.0,0.0,1,0,5,Standard (4-7 days)
O113783,C17446,P212620,2024-11-23,Debit Card,1,0.0,2.26,0.0,2.26,0.95,-0.05,2.26,-0.05,0,1,4,Standard (4-7 days)
O113784,C14616,P211822,2024-03-02,Credit Card,1,0.1,356.08,35.60999999999996,320.47,7.4,31.06,320.47,31.06,0,0,3,Fast (1-3 days)
O113785,C14725,P237710,2023-10-23,Credit Card,1,0.05,47.93,2.3999999999999986,45.53,5.96,14.53,45.53,14.53,0,0,5,Standard (4-7 days)
O113786,C13677,P208354,2023-10-20,PayPal,1,0.2,820.37,164.07000000000005,656.3,10.42,68.34,0.0,0.0,1,0,6,Standard (4-7 days)
O113787,C16577,P224691,2024-03-24,PayPal,2,0.0,105.24,0.0,105.24,7.38,29.45,105.24,29.45,0,0,3,Fast (1-3 days)
O113788,C16287,P223954,2024-04-23,PayPal,1,0.0,587.51,0.0,587.51,8.28,62.22,587.51,62.22,0,0,5,Standard (4-7 days)
O113789,C10288,P205198,2024-01-24,Credit Card,1,0.0,7.82,0.0,7.82,3.34,-2.71,7.82,-2.71,0,1,7,Standard (4-7 days)
O113790,C11409,P226046,2025-07-23,Credit Card,4,0.05,216.04,10.799999999999983,205.24,9.45,82.91,205.24,82.91,0,0,3,Fast (1-3 days)
O113791,C10013,P222386,2025-03-20,UPI,2,0.0,313.12,0.0,313.12,9.82,84.12,313.12,84.12,0,0,7,Standard (4-7 days)
O113792,C10256,P211271,2025-07-25,Debit Card,1,0.0,9.26,0.0,9.26,3.84,-0.14,9.26,-0.14,0,1,4,Standard (4-7 days)
O113793,C17513,P221526,2023-12-12,Debit Card,2,0.0,198.84,0.0,198.84,8.5,51.15,198.84,51.15,0,0,6,Standard (4-7 days)
O113794,C11721,P243798,2024-11-12,UPI,1,0.0,67.1,0.0,67.1,5.84,2.21,67.1,2.21,0,0,4,Standard (4-7 days)
O113795,C17512,P249694,2025-05-16,COD,1,0.0,6.88,0.0,6.88,2.65,0.45,6.88,0.45,0,0,4,Standard (4-7 days)
O113796,C11423,P225257,2024-06-22,Credit Card,1,0.0,39.59,0.0,39.59,3.61,-0.44,39.59,-0.44,0,1,5,Standard (4-7 days)
O113797,C15326,P208860,2024-08-19,PayPal,2,0.0,10.96,0.0,10.96,3.89,-0.05,10.96,-0.05,0,1,6,Standard (4-7 days)
O113798,C14953,P226645,2024-10-20,Credit Card,1,0.0,8.57,0.0,8.57,3.06,0.8,8.57,0.8,0,0,4,Standard (4-7 days)
O113799,C12990,P224189,2024-05-08,Debit Card,1,0.0,6.66,0.0,6.66,2.38,0.62,6.66,0.62,0,0,6,Standard (4-7 days)
O113800,C11195,P215762,2025-01-08,UPI,1,0.0,167.98,0.0,167.98,7.21,39.82,167.98,39.82,0,0,7,Standard (4-7 days)
O113801,C14559,P200968,2024-04-01,COD,4,0.0,9.88,0.0,9.88,2.72,-1.93,9.88,-1.93,0,1,6,Standard (4-7 days)
O113802,C14365,P205800,2025-05-30,COD,1,0.05,6.0,0.2999999999999998,5.7,2.71,-0.72,5.7,-0.72,0,1,5,Standard (4-7 days)
O113803,C11244,P224229,2025-02-05,Credit Card,1,0.0,916.54,0.0,916.54,10.03,99.95,916.54,99.95,0,0,5,Standard (4-7 days)
O113804,C13223,P231049,2025-06-01,Credit Card,2,0.15,56.3,8.439999999999998,47.86,6.55,-2.72,47.86,-2.72,0,1,5,Standard (4-7 days)
O113805,C16766,P229717,2025-01-02,Credit Card,1,0.0,53.65,0.0,53.65,5.73,10.36,53.65,10.36,0,0,5,Standard (4-7 days)
O113806,C15302,P221767,2024-08-19,Credit Card,1,0.05,10.21,0.5100000000000016,9.7,3.64,-0.25,9.7,-0.25,0,1,3,Fast (1-3 days)
O113807,C13470,P207470,2024-12-23,Credit Card,1,0.15,60.75,9.11,51.64,5.85,12.22,51.64,12.22,0,0,4,Standard (4-7 days)
O113808,C14167,P204819,2025-05-23,PayPal,1,0.05,29.26,1.4600000000000009,27.8,4.39,-2.17,27.8,-2.17,0,1,7,Standard (4-7 days)
O113809,C17585,P236003,2024-05-16,Credit Card,3,0.15,557.0699999999999,83.55999999999995,473.51,9.48,156.25,473.51,156.25,0,0,5,Standard (4-7 days)
O113810,C13969,P221639,2025-04-06,Debit Card,1,0.05,6.42,0.3200000000000003,6.1,2.22,0.52,0.0,0.0,1,0,3,Fast (1-3 days)
O113811,C11306,P249403,2024-09-28,Credit Card,1,0.1,50.08,5.009999999999998,45.07,5.44,10.33,0.0,0.0,1,0,5,Standard (4-7 days)
O113812,C12121,P204300,2025-01-29,COD,1,0.0,8.41,0.0,8.41,4.52,-3.85,8.41,-3.85,0,1,3,Fast (1-3 days)
O113813,C12402,P246935,2023-11-09,Credit Card,1,0.0,5.35,0.0,5.35,4.06,-1.92,5.35,-1.92,0,1,4,Standard (4-7 days)
O113814,C15846,P248429,2025-03-03,Credit Card,1,0.0,43.42,0.0,43.42,7.39,12.15,43.42,12.15,0,0,7,Standard (4-7 days)
O113815,C10496,P223793,2023-09-30,COD,1,0.15,159.87,23.980000000000018,135.89,8.95,31.82,135.89,31.82,0,0,5,Standard (4-7 days)
O113816,C13399,P211071,2025-01-09,Debit Card,1,0.05,45.01,2.25,42.76,6.13,-2.71,42.76,-2.71,0,1,3,Fast (1-3 days)
O113817,C15083,P203998,2025-03-21,PayPal,1,0.0,2.18,0.0,2.18,0.27,-0.1,2.18,-0.1,0,1,4,Standard (4-7 days)
O113818,C13606,P241750,2025-07-31,Credit Card,1,0.0,7.37,0.0,7.37,3.83,-0.88,7.37,-0.88,0,1,4,Standard (4-7 days)
O113819,C16723,P205180,2025-04-28,Credit Card,3,0.0,109.71000000000001,1.4210854715202004e-14,109.71,7.52,36.36,109.71,36.36,0,0,4,Standard (4-7 days)
O113820,C10909,P212752,2025-07-28,Debit Card,1,0.05,76.26,3.8100000000000023,72.45,6.51,13.78,72.45,13.78,0,0,3,Fast (1-3 days)
O113821,C17614,P230513,2023-10-05,PayPal,1,0.0,95.07,0.0,95.07,6.86,19.76,95.07,19.76,0,0,5,Standard (4-7 days)
O113822,C10372,P238189,2024-06-30,Credit Card,1,0.0,20.6,0.0,20.6,2.85,5.39,20.6,5.39,0,0,4,Standard (4-7 days)
O113823,C14457,P217879,2024-12-09,PayPal,2,0.0,123.26,0.0,123.26,6.84,30.14,123.26,30.14,0,0,3,Fast (1-3 days)
O113824,C16236,P224362,2025-07-31,COD,3,0.0,4.41,0.0,4.41,4.2,-3.85,4.41,-3.85,0,1,5,Standard (4-7 days)
O113825,C11344,P246686,2024-04-16,Credit Card,1,0.05,351.05,17.55000000000001,333.5,7.19,32.83,333.5,32.83,0,0,5,Standard (4-7 days)
O113826,C10323,P214316,2024-07-19,Credit Card,1,0.05,35.56,1.7800000000000011,33.78,4.91,5.22,33.78,5.22,0,0,4,Standard (4-7 days)
O113827,C12431,P227644,2025-06-30,Credit Card,1,0.05,351.18,17.560000000000002,333.62,7.18,92.91,333.62,92.91,0,0,4,Standard (4-7 days)
O113828,C14670,P210899,2024-08-01,Credit Card,1,0.0,25.05,0.0,25.05,4.94,5.08,25.05,5.08,0,0,3,Fast (1-3 days)
O113829,C14831,P245967,2025-07-10,PayPal,1,0.1,646.92,64.68999999999994,582.23,8.85,61.02,582.23,61.02,0,0,8,Delayed (8+ days)
O113830,C12784,P224525,2024-02-19,Credit Card,1,0.3,62.73,18.82,43.91,5.92,11.64,43.91,11.64,0,0,6,Standard (4-7 days)
O113831,C12393,P205378,2024-07-13,Debit Card,1,0.05,8.22,0.41000000000000103,7.81,4.08,-1.35,7.81,-1.35,0,1,6,Standard (4-7 days)
O113832,C13920,P248669,2024-05-21,PayPal,1,0.0,25.83,0.0,25.83,3.67,4.08,25.83,4.08,0,0,4,Standard (4-7 days)
O113833,C17270,P202577,2023-10-18,Credit Card,2,0.0,86.86,0.0,86.86,6.39,32.7,86.86,32.7,0,0,6,Standard (4-7 days)
O113834,C17382,P221690,2023-12-21,Wallet,2,0.0,589.06,0.0,589.06,9.36,155.58,589.06,155.58,0,0,4,Standard (4-7 days)
O113835,C11215,P240901,2024-12-28,Credit Card,5,0.0,52.400000000000006,7.105427357601002e-15,52.4,6.41,9.31,52.4,9.31,0,0,6,Standard (4-7 days)
O113836,C11695,P234003,2023-11-26,PayPal,1,0.0,39.24,0.0,39.24,6.32,-3.18,39.24,-3.18,0,1,5,Standard (4-7 days)
O113837,C11907,P215641,2024-09-26,Wallet,2,0.0,69.58,0.0,69.58,6.94,17.41,69.58,17.41,0,0,5,Standard (4-7 days)
O113838,C14814,P203659,2025-04-30,UPI,1,0.3,71.07,21.319999999999993,49.75,6.6,8.32,49.75,8.32,0,0,4,Standard (4-7 days)
O113839,C10780,P211847,2024-08-14,UPI,1,0.05,108.73,5.439999999999998,103.29,8.33,27.82,103.29,27.82,0,0,6,Standard (4-7 days)
O113840,C11019,P221752,2023-12-26,Credit Card,1,0.0,8.72,0.0,8.72,0.51,2.98,8.72,2.98,0,0,3,Fast (1-3 days)
O113841,C13265,P216440,2025-01-19,UPI,1,0.1,125.32,12.529999999999987,112.79,8.07,23.51,112.79,23.51,0,0,3,Fast (1-3 days)
O113842,C11403,P210084,2025-07-22,Credit Card,1,0.0,63.56,0.0,63.56,6.21,11.59,63.56,11.59,0,0,5,Standard (4-7 days)
O113843,C11426,P207472,2024-04-22,Credit Card,1,0.15,4.37,0.6600000000000001,3.71,4.4,-2.92,3.71,-2.92,0,1,3,Fast (1-3 days)
O113844,C10663,P218953,2024-05-15,UPI,1,0.0,68.47,0.0,68.47,7.6,11.57,68.47,11.57,0,0,4,Standard (4-7 days)
O113845,C15868,P220464,2025-04-04,UPI,1,0.0,14.34,0.0,14.34,4.88,0.14,14.34,0.14,0,0,4,Standard (4-7 days)
O113846,C12647,P248364,2025-06-27,Credit Card,1,0.0,10.69,0.0,10.69,3.43,-2.57,10.69,-2.57,0,1,4,Standard (4-7 days)
O113847,C10010,P222761,2024-08-31,Debit Card,2,0.0,42.98,0.0,42.98,5.29,14.05,42.98,14.05,0,0,4,Standard (4-7 days)
O113848,C16330,P218332,2025-05-10,Credit Card,1,0.3,66.54,19.960000000000008,46.58,6.85,7.12,46.58,7.12,0,0,4,Standard (4-7 days)
O113849,C16869,P216606,2025-03-15,UPI,2,0.1,57.56,5.760000000000005,51.8,5.58,9.96,51.8,9.96,0,0,4,Standard (4-7 days)
O113850,C11038,P242599,2025-06-13,COD,3,0.1,7.98,0.8000000000000007,7.18,4.24,-3.67,7.18,-3.67,0,1,5,Standard (4-7 days)
O113851,C12825,P228998,2024-01-23,Credit Card,1,0.0,10.43,0.0,10.43,5.09,-1.44,10.43,-1.44,0,1,5,Standard (4-7 days)
O113852,C17464,P237985,2023-11-27,Debit Card,1,0.05,88.66,4.429999999999993,84.23,7.19,2.92,84.23,2.92,0,0,6,Standard (4-7 days)
O113853,C16554,P213537,2024-10-18,COD,2,0.0,112.0,0.0,112.0,5.55,25.81,112.0,25.81,0,0,3,Fast (1-3 days)
O113854,C13003,P242717,2025-03-05,Wallet,1,0.0,3.05,0.0,3.05,2.42,-1.05,3.05,-1.05,0,1,6,Standard (4-7 days)
O113855,C14680,P209027,2025-07-18,Credit Card,1,0.1,8.16,0.8200000000000003,7.34,4.05,-1.48,7.34,-1.48,0,1,4,Standard (4-7 days)
O113856,C11075,P202536,2024-09-25,Credit Card,1,0.0,72.51,0.0,72.51,6.22,15.53,72.51,15.53,0,0,5,Standard (4-7 days)
O113857,C17807,P202525,2024-07-26,Debit Card,1,0.0,115.56,0.0,115.56,6.18,7.69,115.56,7.69,0,0,5,Standard (4-7 days)
O113858,C17195,P209176,2025-04-18,Credit Card,1,0.0,8.01,0.0,8.01,3.1,0.1,8.01,0.1,0,0,8,Delayed (8+ days)
O113859,C16720,P217741,2025-01-30,Credit Card,1,0.0,52.86,0.0,52.86,5.18,10.68,52.86,10.68,0,0,3,Fast (1-3 days)
O113860,C13088,P204887,2025-07-23,Debit Card,1,0.0,6.99,0.0,6.99,3.06,-0.61,6.99,-0.61,0,1,5,Standard (4-7 days)
O113861,C15470,P224106,2024-09-17,Credit Card,1,0.05,17.22,0.8599999999999994,16.36,3.08,2.65,16.36,2.65,0,0,4,Standard (4-7 days)
O113862,C15547,P214847,2025-05-12,Credit Card,1,0.05,31.48,1.5700000000000003,29.91,4.74,7.22,29.91,7.22,0,0,4,Standard (4-7 days)
O113863,C17817,P211252,2025-03-12,Credit Card,1,0.0,10.2,0.0,10.2,4.22,-0.14,10.2,-0.14,0,1,6,Standard (4-7 days)
O113864,C15950,P204477,2023-12-29,Debit Card,1,0.0,6.05,0.0,6.05,3.54,-1.12,6.05,-1.12,0,1,5,Standard (4-7 days)
O113865,C17396,P217755,2025-06-12,Credit Card,1,0.0,15.83,0.0,15.83,6.14,-0.6,15.83,-0.6,0,1,4,Standard (4-7 days)
O113866,C11789,P219608,2025-08-30,COD,1,0.2,56.06,11.21,44.85,5.99,-2.4,44.85,-2.4,0,1,7,Standard (4-7 days)
O113867,C13036,P216095,2024-05-10,Wallet,1,0.05,25.8,1.2899999999999991,24.51,4.68,2.67,24.51,2.67,0,0,4,Standard (4-7 days)
O113868,C17377,P206104,2023-10-26,COD,3,0.1,2449.32,244.9300000000003,2204.39,11.53,253.0,2204.39,253.0,0,0,5,Standard (4-7 days)
O113869,C17598,P233910,2025-03-27,Credit Card,1,0.0,21.06,0.0,21.06,3.37,2.53,21.06,2.53,0,0,6,Standard (4-7 days)
O113870,C17461,P220693,2024-03-14,Credit Card,5,0.0,1070.15,0.0,1070.15,10.38,310.67,1070.15,310.67,0,0,5,Standard (4-7 days)
O113871,C14838,P229403,2025-02-26,UPI,1,0.0,279.8,0.0,279.8,8.12,25.46,279.8,25.46,0,0,4,Standard (4-7 days)
